longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-121.46,38.61,43.0,705.0,178.0,464.0,159.0,2.4205,True,False,False,False
-117.18,32.83,23.0,2105.0,525.0,1218.0,484.0,3.375,False,False,False,True
-121.89,37.3,52.0,2071.0,362.0,825.0,364.0,4.2414,False,False,False,False
-119.23,34.27,29.0,3298.0,804.0,1509.0,711.0,3.8125,False,False,False,True
-121.27,37.96,43.0,948.0,221.0,749.0,208.0,1.962,True,False,False,False
-117.0,32.67,16.0,2238.0,307.0,1002.0,303.0,6.6143,False,False,False,True
-121.76,37.26,17.0,250.0,52.0,141.0,51.0,4.6458,False,False,False,False
-122.14,38.16,4.0,3273.0,495.0,1497.0,454.0,5.3345,False,False,True,False
-118.32,34.14,23.0,4574.0,1423.0,1624.0,995.0,4.0965,False,False,False,False
-116.86,33.84,18.0,521.0,118.0,174.0,74.0,2.7788,True,False,False,False
-117.27,33.02,21.0,2144.0,340.0,928.0,344.0,5.798,False,False,False,True
-117.25,34.53,13.0,5841.0,955.0,2455.0,915.0,4.1333,True,False,False,False
-122.0,37.39,36.0,1236.0,229.0,880.0,247.0,5.791,False,False,False,False
-117.33,34.07,32.0,2086.0,458.0,1355.0,412.0,2.5238,True,False,False,False
-117.21,32.86,24.0,3596.0,494.0,1573.0,492.0,6.5382,False,False,False,True
-122.16,37.45,37.0,2926.0,874.0,1363.0,815.0,4.5987,False,False,True,False
-119.46,36.25,32.0,1702.0,348.0,1016.0,350.0,2.5,True,False,False,False
-118.32,34.02,47.0,1648.0,346.0,1120.0,338.0,2.0042,False,False,False,False
-121.15,40.25,14.0,5156.0,880.0,616.0,281.0,3.3462,True,False,False,False
-122.51,37.53,17.0,1574.0,262.0,672.0,241.0,7.2929,False,False,False,True
-116.47,34.07,22.0,5473.0,1234.0,2581.0,1098.0,1.9375,True,False,False,False
-122.71,38.33,13.0,4011.0,936.0,2064.0,914.0,3.6953,False,False,False,False
-123.48,40.34,19.0,518.0,108.0,216.0,80.0,2.7083,True,False,False,False
-118.13,34.13,52.0,2826.0,381.0,924.0,365.0,7.9976,False,False,False,False
-122.53,37.89,35.0,4127.0,689.0,1596.0,707.0,5.9073,False,False,True,False
-117.99,33.93,36.0,1287.0,233.0,779.0,229.0,4.8523,False,False,False,False
-122.04,38.25,52.0,582.0,131.0,241.0,106.0,2.4,True,False,False,False
-122.1,37.63,18.0,9963.0,2031.0,5613.0,1946.0,3.8171,False,False,True,False
-121.81,37.37,26.0,2987.0,539.0,1931.0,518.0,5.1099,False,False,False,False
-118.75,34.27,20.0,3495.0,449.0,1629.0,428.0,5.8096,False,False,False,False
-117.31,33.94,7.0,11232.0,1791.0,4218.0,1644.0,5.2713,True,False,False,False
-118.15,34.14,52.0,403.0,117.0,361.0,105.0,1.625,False,False,False,False
-120.63,38.68,14.0,1821.0,316.0,769.0,266.0,3.0789,True,False,False,False
-122.21,37.78,52.0,1477.0,300.0,1065.0,269.0,1.8472,False,False,True,False
-117.71,33.52,17.0,2486.0,417.0,876.0,361.0,6.1007,False,False,False,False
-117.72,34.09,33.0,4979.0,934.0,2575.0,874.0,3.7958,True,False,False,False
-121.54,39.6,15.0,886.0,204.0,576.0,205.0,2.1467,True,False,False,False
-118.44,34.0,41.0,1562.0,377.0,874.0,368.0,4.1083,False,False,False,False
-122.5,37.77,52.0,2433.0,454.0,1070.0,420.0,4.125,False,False,True,False
-118.86,34.19,27.0,1931.0,261.0,736.0,244.0,6.7805,False,False,False,False
-117.1,32.67,26.0,2629.0,763.0,2721.0,767.0,2.0982,False,False,False,True
-118.12,33.84,37.0,2706.0,462.0,1331.0,476.0,5.0719,False,False,False,False
-118.2,33.95,35.0,1924.0,520.0,2101.0,541.0,2.4267,False,False,False,False
-121.25,38.0,21.0,446.0,73.0,182.0,57.0,2.8958,True,False,False,False
-117.52,33.88,21.0,722.0,178.0,770.0,165.0,2.5656,True,False,False,False
-121.26,37.96,40.0,535.0,105.0,335.0,102.0,2.5234,True,False,False,False
-118.42,34.16,25.0,2769.0,566.0,1201.0,545.0,3.6641,False,False,False,False
-117.25,32.94,16.0,4755.0,807.0,1829.0,756.0,6.7694,False,False,False,True
-122.26,37.57,23.0,7995.0,1254.0,3484.0,1198.0,6.5948,False,False,True,False
-117.27,32.85,26.0,1373.0,660.0,608.0,268.0,4.425,False,False,False,True
-122.38,37.59,44.0,2089.0,348.0,837.0,317.0,4.6628,False,False,False,True
-116.85,34.26,18.0,6988.0,1635.0,2044.0,726.0,2.4308,True,False,False,False
-117.35,34.5,10.0,2163.0,392.0,1174.0,362.0,3.375,True,False,False,False
-121.81,37.28,17.0,2277.0,428.0,1887.0,422.0,5.7078,False,False,False,False
-117.02,33.6,7.0,1972.0,352.0,964.0,317.0,3.244,True,False,False,False
-119.03,36.07,26.0,3210.0,646.0,1908.0,642.0,2.4167,True,False,False,False
-118.03,34.11,38.0,2076.0,361.0,988.0,332.0,5.9175,True,False,False,False
-118.61,34.31,4.0,1949.0,458.0,868.0,398.0,5.0151,False,False,False,False
-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,True,False,False,False
-118.44,34.25,35.0,1583.0,324.0,1481.0,351.0,3.7,False,False,False,False
-119.32,36.36,18.0,2060.0,383.0,1348.0,397.0,3.4312,True,False,False,False
-121.21,37.8,44.0,300.0,72.0,160.0,73.0,2.1786,True,False,False,False
-119.26,35.87,24.0,1590.0,390.0,1686.0,372.0,1.6469,True,False,False,False
-120.59,34.7,29.0,17738.0,3114.0,12427.0,2826.0,2.7377,False,False,False,True
-122.43,37.8,52.0,2696.0,572.0,925.0,552.0,5.0365,False,False,True,False
-119.82,36.72,17.0,1276.0,242.0,927.0,238.0,2.6176,True,False,False,False
-118.27,34.07,42.0,1175.0,428.0,1593.0,407.0,2.3438,False,False,False,False
-118.2,33.79,25.0,2851.0,968.0,3744.0,906.0,2.0675,False,False,False,True
-122.46,37.69,35.0,1983.0,385.0,1577.0,414.0,4.0833,False,False,False,True
-118.2,34.05,42.0,1703.0,586.0,2490.0,581.0,2.02,False,False,False,False
-123.23,39.33,20.0,804.0,121.0,448.0,140.0,3.9632,False,False,False,False
-117.83,33.65,9.0,638.0,266.0,426.0,234.0,3.7875,False,False,False,False
-118.04,33.84,21.0,6623.0,1204.0,3193.0,1129.0,4.5395,False,False,False,False
-123.47,39.8,18.0,2130.0,545.0,863.0,346.0,2.3571,True,False,False,False
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,False,False,True,False
-122.26,38.04,41.0,2512.0,539.0,1179.0,480.0,2.694,False,False,True,False
-119.84,36.54,19.0,1310.0,241.0,702.0,217.0,2.4375,True,False,False,False
-117.63,34.11,30.0,2674.0,428.0,1404.0,456.0,4.2969,True,False,False,False
-118.43,34.05,22.0,4251.0,1073.0,1581.0,881.0,5.2555,False,False,False,False
-118.23,33.96,39.0,405.0,163.0,686.0,164.0,1.695,False,False,False,False
-117.15,33.7,2.0,6305.0,1265.0,2489.0,1152.0,3.1319,True,False,False,False
-118.93,36.1,19.0,2988.0,681.0,1654.0,576.0,2.3792,True,False,False,False
-119.57,37.94,17.0,346.0,130.0,51.0,20.0,3.4861,True,False,False,False
-118.18,34.02,33.0,832.0,226.0,987.0,220.0,3.0972,False,False,False,False
-118.41,34.3,28.0,3187.0,569.0,2205.0,559.0,5.1668,False,False,False,False
-119.87,36.34,26.0,1414.0,265.0,779.0,249.0,2.9167,True,False,False,False
-118.22,34.19,31.0,4704.0,920.0,1895.0,886.0,4.9297,False,False,False,False
-122.3,40.45,32.0,1286.0,271.0,694.0,236.0,1.6579,True,False,False,False
-118.07,34.08,38.0,2462.0,553.0,1843.0,538.0,3.2312,False,False,False,False
-122.42,37.6,34.0,3562.0,565.0,1542.0,563.0,5.8783,False,False,False,True
-118.15,34.1,39.0,3856.0,867.0,1847.0,830.0,3.4559,False,False,False,False
-117.71,33.54,7.0,4907.0,577.0,1883.0,556.0,10.4415,False,False,False,False
-119.62,36.35,10.0,3674.0,734.0,1864.0,718.0,2.6145,True,False,False,False
-121.92,36.62,52.0,1001.0,191.0,425.0,184.0,3.7614,False,False,False,True
-122.29,38.3,52.0,1219.0,288.0,847.0,283.0,1.6691,False,False,True,False
-121.53,38.6,25.0,5154.0,1105.0,3196.0,1073.0,2.7566,True,False,False,False
-123.22,39.16,29.0,6121.0,1222.0,3595.0,1189.0,2.631,False,False,False,False
-119.35,35.58,13.0,1657.0,362.0,1186.0,376.0,1.1903,True,False,False,False
-122.02,37.3,26.0,1983.0,301.0,924.0,297.0,6.7123,False,False,False,False
-117.64,34.03,10.0,3194.0,579.0,2088.0,549.0,4.1779,True,False,False,False
-122.17,37.87,38.0,1261.0,177.0,472.0,183.0,6.917,False,False,True,False
-118.11,33.93,35.0,2670.0,493.0,1196.0,488.0,3.8427,False,False,False,False
-121.92,37.3,35.0,1335.0,296.0,635.0,296.0,3.6053,False,False,False,False
-117.27,33.77,16.0,2876.0,576.0,1859.0,545.0,2.0878,False,False,False,False
-124.15,40.76,24.0,2858.0,511.0,1388.0,512.0,3.375,False,False,False,True
-115.52,32.98,32.0,1615.0,382.0,1307.0,345.0,1.4583,True,False,False,False
-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,False,False,True,False
-116.62,32.86,18.0,4115.0,847.0,2032.0,745.0,4.0159,False,False,False,False
-118.26,33.89,36.0,923.0,165.0,603.0,191.0,3.5687,False,False,False,False
-117.13,32.73,52.0,2676.0,557.0,1181.0,537.0,3.6058,False,False,False,True
-121.88,37.3,16.0,2692.0,749.0,1674.0,681.0,2.6763,False,False,False,False
-117.45,34.1,6.0,5571.0,1316.0,4048.0,1154.0,2.0308,True,False,False,False
-121.92,36.55,52.0,2616.0,483.0,582.0,313.0,3.275,False,False,False,True
-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,False,False,False,False
-118.56,34.03,34.0,2095.0,343.0,662.0,299.0,8.2934,False,False,False,False
-120.0,38.52,16.0,3045.0,543.0,202.0,102.0,3.15,True,False,False,False
-117.43,33.95,36.0,2284.0,444.0,1425.0,405.0,4.0526,True,False,False,False
-122.06,37.37,18.0,3058.0,661.0,1377.0,675.0,6.1299,False,False,False,False
-118.95,35.37,34.0,1672.0,359.0,1059.0,349.0,2.1588,True,False,False,False
-117.31,34.02,18.0,1634.0,274.0,899.0,285.0,5.2139,True,False,False,False
-122.17,37.72,5.0,1692.0,398.0,814.0,328.0,3.663,False,False,True,False
-121.86,37.7,13.0,9621.0,1344.0,4389.0,1391.0,6.6827,True,False,False,False
-118.19,33.81,21.0,1835.0,427.0,1038.0,384.0,4.4559,False,False,False,True
-116.95,32.78,33.0,2432.0,443.0,1147.0,427.0,3.3906,False,False,False,False
-122.09,37.11,32.0,2637.0,489.0,1031.0,410.0,3.6474,False,False,False,True
-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5.0686,False,False,False,False
-118.47,34.16,30.0,3823.0,740.0,1449.0,612.0,4.6,False,False,False,False
-118.28,34.04,20.0,1193.0,454.0,1880.0,453.0,2.1806,False,False,False,False
-118.22,33.98,18.0,1781.0,765.0,1913.0,702.0,1.2059,False,False,False,False
-121.28,38.13,32.0,3366.0,676.0,1916.0,697.0,2.5401,True,False,False,False
-116.98,32.72,15.0,4209.0,680.0,1914.0,641.0,4.5135,False,False,False,False
-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851,True,False,False,False
-116.54,33.82,12.0,9482.0,2501.0,2725.0,1300.0,1.5595,True,False,False,False
-121.9,37.33,11.0,1283.0,390.0,718.0,345.0,4.226,False,False,False,False
-117.24,34.11,23.0,1920.0,454.0,1161.0,358.0,2.2109,True,False,False,False
-117.21,33.34,10.0,5294.0,817.0,2312.0,810.0,5.4563,False,False,False,False
-122.05,37.87,30.0,2296.0,329.0,847.0,322.0,6.7192,False,False,True,False
-119.27,34.26,23.0,3578.0,753.0,1455.0,649.0,4.1898,False,False,False,True
-117.78,33.7,16.0,1663.0,250.0,597.0,204.0,5.409,False,False,False,False
-120.46,38.09,16.0,3758.0,715.0,1777.0,615.0,3.0,True,False,False,False
-118.3,34.18,13.0,7174.0,1997.0,4293.0,1872.0,3.0973,False,False,False,False
-118.25,33.98,44.0,1087.0,335.0,1441.0,310.0,1.6667,False,False,False,False
-119.02,35.32,14.0,2927.0,588.0,1821.0,561.0,3.3529,True,False,False,False
-117.67,33.56,4.0,3289.0,728.0,1345.0,632.0,4.6863,False,False,False,False
-123.79,39.44,36.0,1330.0,273.0,761.0,286.0,2.7813,False,False,False,False
-117.18,32.83,31.0,1772.0,353.0,1090.0,350.0,3.9265,False,False,False,True
-121.88,37.34,52.0,1390.0,365.0,921.0,352.0,2.1442,False,False,False,False
-121.79,39.73,8.0,5690.0,1189.0,2887.0,1077.0,3.0625,True,False,False,False
-122.24,37.76,52.0,2567.0,436.0,1119.0,415.0,4.6094,False,False,True,False
-118.24,34.22,36.0,2507.0,517.0,1232.0,470.0,5.529,False,False,False,False
-117.92,33.65,20.0,1391.0,393.0,856.0,360.0,3.184,False,False,False,False
-119.84,37.48,17.0,2582.0,553.0,1087.0,423.0,2.5,True,False,False,False
-118.29,34.17,52.0,1732.0,305.0,875.0,311.0,4.325,False,False,False,False
-118.21,34.21,41.0,1676.0,263.0,757.0,255.0,4.7734,False,False,False,False
-118.62,34.15,26.0,5661.0,791.0,2493.0,780.0,7.9814,False,False,False,False
-117.04,32.68,14.0,1320.0,270.0,943.0,260.0,5.0947,False,False,False,True
-117.04,32.68,9.0,3087.0,609.0,1530.0,556.0,3.775,False,False,False,True
-120.72,38.38,9.0,1787.0,347.0,806.0,306.0,2.525,True,False,False,False
-117.12,32.78,4.0,2782.0,817.0,1309.0,787.0,4.2621,False,False,False,True
-118.34,33.8,25.0,4177.0,832.0,2123.0,789.0,5.0814,False,False,False,False
-122.08,37.72,32.0,2476.0,368.0,1048.0,367.0,5.6194,False,False,True,False
-122.35,37.92,36.0,921.0,200.0,585.0,236.0,1.9224,False,False,True,False
-119.14,34.15,25.0,2202.0,390.0,1415.0,412.0,4.43,False,False,False,True
-117.92,33.72,17.0,3318.0,502.0,1520.0,498.0,5.5501,False,False,False,False
-117.09,32.79,36.0,1936.0,345.0,861.0,343.0,3.8333,False,False,False,True
-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,False,False,False,False
-118.0,33.92,26.0,2830.0,399.0,1204.0,404.0,6.1273,False,False,False,False
-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556,False,False,False,False
-121.75,36.92,48.0,1801.0,353.0,1071.0,361.0,3.6,False,False,False,False
-117.06,32.66,33.0,3425.0,511.0,1528.0,479.0,5.6889,False,False,False,True
-117.24,33.17,4.0,9998.0,1874.0,3925.0,1672.0,4.2826,False,False,False,False
-117.61,34.12,17.0,6709.0,1198.0,3954.0,1161.0,4.6997,True,False,False,False
-117.81,33.82,22.0,2898.0,335.0,1057.0,324.0,10.8111,False,False,False,False
-120.87,37.76,16.0,1174.0,249.0,601.0,242.0,1.7143,True,False,False,False
-117.23,32.8,31.0,1403.0,388.0,724.0,371.0,2.6403,False,False,False,True
-122.5,37.79,52.0,8.0,1.0,13.0,1.0,15.0001,False,False,True,False
-122.41,37.6,31.0,4424.0,834.0,1915.0,817.0,4.1364,False,False,False,True
-121.95,37.26,10.0,3611.0,803.0,1599.0,716.0,5.2,False,False,False,False
-119.75,36.78,35.0,1129.0,220.0,474.0,242.0,2.4405,True,False,False,False
-117.87,34.1,25.0,2208.0,477.0,1084.0,424.0,3.775,False,False,False,False
-119.75,36.78,33.0,1145.0,197.0,508.0,198.0,2.3333,True,False,False,False
-117.48,33.98,20.0,2451.0,475.0,1785.0,456.0,3.3966,True,False,False,False
-121.52,39.48,21.0,2628.0,494.0,1364.0,468.0,2.0455,True,False,False,False
-122.57,37.99,38.0,5587.0,996.0,2466.0,1027.0,4.1711,False,False,True,False
-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,False,False,False,True
-117.17,32.69,19.0,2802.0,802.0,1159.0,597.0,4.7891,False,False,False,True
-118.21,34.14,25.0,1908.0,628.0,1412.0,588.0,2.2267,False,False,False,False
-117.49,33.93,26.0,2970.0,576.0,2156.0,558.0,3.9522,True,False,False,False
-118.32,33.8,39.0,1415.0,298.0,729.0,278.0,3.1648,False,False,False,False
-122.0,36.97,30.0,1029.0,242.0,753.0,249.0,3.1205,False,False,False,True
-116.39,34.15,15.0,5583.0,1149.0,2709.0,964.0,1.9779,True,False,False,False
-121.49,38.49,26.0,4629.0,832.0,2902.0,816.0,2.735,True,False,False,False
-116.99,32.76,21.0,3833.0,595.0,1645.0,589.0,4.625,False,False,False,False
-117.21,33.93,4.0,10002.0,1468.0,5439.0,1397.0,5.0223,True,False,False,False
-121.34,38.62,20.0,4021.0,864.0,1658.0,730.0,2.4537,True,False,False,False
-118.26,33.83,28.0,4112.0,861.0,3211.0,841.0,4.4539,False,False,False,False
-118.3,33.97,50.0,2270.0,451.0,1000.0,412.0,2.1221,False,False,False,False
-117.7,33.59,11.0,8039.0,1717.0,3445.0,1571.0,4.1678,False,False,False,False
-119.56,36.1,29.0,424.0,78.0,284.0,73.0,1.5313,True,False,False,False
-119.69,36.75,13.0,2343.0,409.0,1347.0,405.0,4.0027,True,False,False,False
-122.26,37.51,29.0,3703.0,1075.0,1611.0,1025.0,2.7075,False,False,False,True
-116.6,33.06,23.0,1731.0,365.0,612.0,258.0,2.7813,True,False,False,False
-117.69,33.58,8.0,2887.0,351.0,1176.0,351.0,10.3953,False,False,False,False
-119.98,36.9,26.0,1284.0,239.0,820.0,254.0,2.5833,True,False,False,False
-117.99,33.7,13.0,4013.0,903.0,1999.0,859.0,4.625,False,False,False,False
-118.37,34.05,41.0,2369.0,544.0,1252.0,522.0,2.9883,False,False,False,False
-117.28,34.17,26.0,3106.0,603.0,1396.0,576.0,3.1736,True,False,False,False
-118.28,34.07,32.0,1777.0,536.0,1684.0,489.0,2.3636,False,False,False,False
-117.04,34.89,37.0,1884.0,366.0,1052.0,353.0,3.175,True,False,False,False
-117.93,33.86,17.0,1627.0,398.0,1216.0,369.0,3.3438,False,False,False,False
-118.94,35.39,27.0,3074.0,452.0,1223.0,452.0,5.4592,True,False,False,False
-118.91,35.4,10.0,3587.0,774.0,1398.0,763.0,2.569,True,False,False,False
-118.39,34.07,33.0,5301.0,1281.0,2243.0,1159.0,4.2386,False,False,False,False
-119.01,36.02,17.0,3915.0,742.0,1768.0,688.0,2.375,True,False,False,False
-124.14,40.8,32.0,1373.0,312.0,872.0,306.0,2.5,False,False,False,True
-117.63,34.07,39.0,2650.0,511.0,1537.0,495.0,3.4432,True,False,False,False
-121.8,37.32,23.0,1829.0,346.0,1277.0,324.0,4.8092,False,False,False,False
-119.93,37.85,18.0,473.0,115.0,88.0,41.0,4.0833,True,False,False,False
-122.07,37.65,31.0,3300.0,790.0,2181.0,740.0,3.016,False,False,True,False
-121.83,37.02,22.0,1903.0,350.0,760.0,322.0,2.9559,False,False,False,False
-122.69,38.51,18.0,3364.0,501.0,1442.0,506.0,6.6854,False,False,False,False
-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247,False,False,False,False
-122.31,37.52,35.0,1817.0,262.0,659.0,262.0,6.8336,False,False,False,True
-119.47,36.69,19.0,3351.0,589.0,1578.0,542.0,3.2917,True,False,False,False
-117.71,34.04,17.0,4098.0,733.0,1859.0,713.0,2.9811,True,False,False,False
-122.39,40.57,38.0,855.0,172.0,468.0,150.0,1.4091,True,False,False,False
-119.03,34.24,25.0,3655.0,545.0,1776.0,544.0,5.687,False,False,False,False
-121.45,38.52,37.0,1705.0,325.0,827.0,326.0,2.6288,True,False,False,False
-121.98,37.53,26.0,3179.0,703.0,2142.0,639.0,4.1947,False,False,False,False
-122.65,38.23,52.0,1923.0,393.0,910.0,345.0,3.45,False,False,False,False
-121.38,38.59,36.0,2253.0,434.0,1018.0,426.0,3.2596,True,False,False,False
-115.58,33.88,21.0,1161.0,282.0,724.0,186.0,3.1827,True,False,False,False
-117.16,32.75,19.0,5430.0,1593.0,2496.0,1484.0,2.9112,False,False,False,True
-117.37,34.0,41.0,1248.0,278.0,770.0,250.0,3.025,True,False,False,False
-118.27,33.98,39.0,2062.0,588.0,1933.0,570.0,1.3801,False,False,False,False
-124.1,40.5,42.0,2380.0,553.0,1300.0,504.0,1.7574,False,False,False,False
-118.29,33.93,41.0,896.0,198.0,605.0,168.0,2.2778,False,False,False,False
-117.06,32.72,31.0,2669.0,514.0,1626.0,499.0,3.1923,False,False,False,True
-116.17,33.66,22.0,639.0,203.0,664.0,153.0,1.9306,True,False,False,False
-121.94,37.71,15.0,6473.0,1027.0,2484.0,970.0,5.0143,False,False,False,False
-117.66,33.58,16.0,3016.0,394.0,1172.0,382.0,7.5196,False,False,False,False
-121.38,38.49,11.0,8537.0,1643.0,4224.0,1648.0,2.9647,True,False,False,False
-121.95,37.55,21.0,10687.0,1540.0,4552.0,1520.0,6.6478,False,False,False,False
-118.19,33.97,27.0,2911.0,972.0,3559.0,945.0,1.9485,False,False,False,False
-118.27,33.99,41.0,656.0,162.0,730.0,170.0,1.8047,False,False,False,False
-118.33,34.2,43.0,1325.0,254.0,613.0,248.0,3.6071,False,False,False,False
-117.2,33.16,13.0,4503.0,1137.0,3094.0,1091.0,2.3159,False,False,False,False
-121.83,37.27,14.0,2855.0,380.0,1420.0,383.0,6.6712,False,False,False,False
-122.21,37.78,52.0,1056.0,224.0,792.0,245.0,2.6583,False,False,True,False
-117.64,34.06,43.0,763.0,219.0,851.0,198.0,1.7292,True,False,False,False
-118.47,33.99,52.0,2167.0,622.0,1095.0,570.0,2.8514,False,False,False,False
-117.08,32.76,27.0,1221.0,254.0,606.0,259.0,3.0833,False,False,False,True
-121.25,38.13,25.0,1305.0,270.0,789.0,235.0,3.2993,True,False,False,False
-118.65,34.27,23.0,1724.0,265.0,934.0,306.0,6.0783,False,False,False,False
-118.11,34.17,46.0,2837.0,592.0,1453.0,549.0,3.1115,True,False,False,False
-118.31,33.82,35.0,3462.0,814.0,1902.0,700.0,3.402,False,False,False,False
-121.72,38.8,36.0,1069.0,228.0,567.0,190.0,1.9559,True,False,False,False
-118.01,33.78,26.0,2343.0,377.0,1166.0,373.0,6.0,False,False,False,False
-121.87,37.3,28.0,859.0,199.0,455.0,211.0,2.3293,False,False,False,False
-117.92,34.06,34.0,2819.0,609.0,1718.0,558.0,3.5547,False,False,False,False
-118.16,34.16,43.0,1276.0,226.0,545.0,209.0,4.1518,False,False,False,False
-120.84,35.32,17.0,4197.0,802.0,1656.0,732.0,3.526,False,False,False,True
-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388,False,False,False,False
-118.38,34.17,33.0,1588.0,454.0,739.0,392.0,2.8208,False,False,False,False
-119.94,37.04,14.0,1636.0,253.0,766.0,225.0,3.125,True,False,False,False
-117.89,33.61,45.0,1883.0,419.0,653.0,328.0,4.2222,False,False,False,False
-117.13,32.92,16.0,1580.0,241.0,917.0,261.0,4.7266,False,False,False,False
-117.38,33.67,9.0,13288.0,2728.0,7235.0,2350.0,3.375,False,False,False,False
-117.31,34.5,14.0,2443.0,447.0,883.0,465.0,2.1111,True,False,False,False
-122.16,37.46,32.0,2663.0,661.0,1403.0,733.0,4.2667,False,False,True,False
-122.9,39.09,15.0,2483.0,544.0,835.0,380.0,1.9141,True,False,False,False
-118.56,34.42,2.0,966.0,270.0,233.0,169.0,1.9667,False,False,False,False
-116.43,33.81,8.0,6710.0,1343.0,2069.0,781.0,3.5223,True,False,False,False
-117.91,33.71,16.0,3113.0,783.0,1719.0,715.0,3.6505,False,False,False,False
-120.94,37.4,32.0,1175.0,208.0,774.0,222.0,3.0,True,False,False,False
-121.54,39.08,23.0,1076.0,216.0,724.0,197.0,2.3598,True,False,False,False
-116.22,33.7,9.0,3861.0,849.0,825.0,401.0,3.2833,True,False,False,False
-117.41,34.11,12.0,6758.0,1550.0,3204.0,1279.0,2.5181,True,False,False,False
-117.86,33.71,36.0,191.0,42.0,208.0,37.0,3.375,False,False,False,False
-118.0,33.84,29.0,2641.0,637.0,2413.0,619.0,2.8169,False,False,False,False
-121.49,38.5,30.0,1715.0,271.0,842.0,263.0,3.0313,True,False,False,False
-116.93,33.73,13.0,3603.0,573.0,1644.0,515.0,4.0433,True,False,False,False
-119.23,34.28,24.0,4260.0,691.0,1581.0,607.0,5.5048,False,False,False,True
-117.07,34.24,21.0,4773.0,1047.0,337.0,130.0,3.9375,True,False,False,False
-121.45,38.62,37.0,1534.0,315.0,1147.0,322.0,2.5643,True,False,False,False
-117.84,33.6,21.0,4281.0,582.0,1443.0,576.0,9.0519,False,False,False,False
-121.8,36.72,14.0,2493.0,407.0,1296.0,418.0,5.4508,False,False,False,False
-117.34,34.14,37.0,1834.0,393.0,1198.0,348.0,2.225,True,False,False,False
-118.25,33.94,43.0,793.0,378.0,736.0,231.0,0.8527,False,False,False,False
-117.89,33.98,5.0,3088.0,711.0,1415.0,641.0,2.5125,False,False,False,False
-117.57,33.93,3.0,1240.0,151.0,519.0,146.0,7.5408,True,False,False,False
-116.52,33.82,21.0,10227.0,2315.0,3623.0,1734.0,2.5212,True,False,False,False
-121.83,36.61,27.0,5665.0,1281.0,3612.0,1191.0,3.0542,False,False,False,False
-117.45,34.01,26.0,3042.0,598.0,1720.0,551.0,2.76,True,False,False,False
-117.81,33.73,23.0,3056.0,556.0,1508.0,555.0,4.7273,False,False,False,False
-122.21,38.1,36.0,3018.0,557.0,1445.0,556.0,3.8029,False,False,True,False
-119.01,35.38,36.0,790.0,224.0,426.0,208.0,1.4427,True,False,False,False
-122.53,37.91,37.0,2524.0,398.0,999.0,417.0,7.9892,False,False,True,False
-117.07,33.12,12.0,2453.0,599.0,1251.0,529.0,2.4122,False,False,False,False
-122.13,37.45,41.0,3233.0,540.0,1251.0,506.0,6.6354,False,False,True,False
-122.16,37.73,52.0,2260.0,416.0,994.0,412.0,4.1164,False,False,True,False
-118.54,34.15,26.0,10111.0,1295.0,3599.0,1257.0,10.2292,False,False,False,False
-117.95,34.03,35.0,804.0,159.0,727.0,179.0,2.7361,False,False,False,False
-122.94,38.49,37.0,3169.0,719.0,777.0,344.0,2.7072,False,False,False,False
-122.28,37.77,27.0,3997.0,1073.0,1901.0,966.0,3.75,False,False,True,False
-118.18,33.9,31.0,2536.0,603.0,2625.0,576.0,3.0909,False,False,False,False
-122.48,37.77,52.0,2556.0,595.0,1202.0,568.0,3.8899,False,False,True,False
-117.01,34.9,34.0,2194.0,519.0,1326.0,515.0,2.1056,True,False,False,False
-122.58,38.43,10.0,3597.0,661.0,1132.0,639.0,3.9375,False,False,False,False
-118.86,34.19,29.0,1326.0,185.0,586.0,187.0,6.5474,False,False,False,False
-118.13,34.06,30.0,1692.0,398.0,1130.0,365.0,2.8672,False,False,False,False
-118.23,33.9,34.0,2462.0,553.0,2334.0,502.0,1.641,False,False,False,False
-117.89,33.87,32.0,1569.0,422.0,835.0,386.0,3.0465,False,False,False,False
-122.38,40.2,16.0,2722.0,511.0,1366.0,495.0,2.8447,True,False,False,False
-118.27,34.15,14.0,1744.0,536.0,1494.0,531.0,3.2171,False,False,False,False
-118.16,34.15,17.0,821.0,163.0,229.0,164.0,7.3715,False,False,False,False
-117.12,32.58,34.0,2003.0,466.0,1226.0,443.0,3.0613,False,False,False,True
-120.01,38.92,25.0,1758.0,357.0,689.0,278.0,2.675,True,False,False,False
-124.09,40.88,31.0,1982.0,495.0,1052.0,467.0,1.5326,False,False,False,True
